"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","43","DELETE /users/1 contract returns 200","Contract Suite","Sun May 17 01:24:09 UTC 2026","passed","Sun May 17 01:24:09 UTC 2026","com.vinoth.automation.tests.contract.UserContractTests","Contract Tests","com.vinoth.automation.tests.contract.UserContractTests","deleteUser_contractReturns200"
"","127","POST /posts creates a post — data-driven","Regression Suite","Sun May 17 01:24:13 UTC 2026","passed","Sun May 17 01:24:13 UTC 2026","com.vinoth.automation.tests.posts.PostCrudTests","Post API Tests","com.vinoth.automation.tests.posts.PostCrudTests","createPost_withValidData_returns201"
"","452","createUser_emptyName_apiRespondsWithinSla","Negative Suite","Sun May 17 01:24:13 UTC 2026","passed","Sun May 17 01:24:13 UTC 2026","com.vinoth.automation.tests.users.UserNegativeTests","Negative Tests","com.vinoth.automation.tests.users.UserNegativeTests","createUser_emptyName_apiRespondsWithinSla"
"","250","POST /users with minimal payload (name only) returns 201","Regression Suite","Sun May 17 01:24:10 UTC 2026","passed","Sun May 17 01:24:10 UTC 2026","com.vinoth.automation.tests.users.CreateUserTests","User API Tests","com.vinoth.automation.tests.users.CreateUserTests","createUser_withMinimalPayload_returns201"
"","50","getPost_nonExistentId_returns404","Negative Suite","Sun May 17 01:24:14 UTC 2026","passed","Sun May 17 01:24:14 UTC 2026","com.vinoth.automation.tests.posts.PostNegativeTests","Negative Tests","com.vinoth.automation.tests.posts.PostNegativeTests","getPost_nonExistentId_returns404"
"","323","PUT /users/{id} with random data returns 200","Regression Suite","Sun May 17 01:24:11 UTC 2026","passed","Sun May 17 01:24:11 UTC 2026","com.vinoth.automation.tests.users.UpdateUserTests","User API Tests","com.vinoth.automation.tests.users.UpdateUserTests","updateUser_withRandomPayload_returns200"
"","226","getPost_withBoundaryId_returns4xx","Regression Suite","Sun May 17 01:24:14 UTC 2026","passed","Sun May 17 01:24:15 UTC 2026","com.vinoth.automation.tests.posts.PostNegativeTests","Post API Tests","com.vinoth.automation.tests.posts.PostNegativeTests","getPost_withBoundaryId_returns4xx"
"","53","getUser_withBoundaryId_returns4xx","Negative Suite","Sun May 17 01:24:14 UTC 2026","passed","Sun May 17 01:24:14 UTC 2026","com.vinoth.automation.tests.users.UserNegativeTests","Negative Tests","com.vinoth.automation.tests.users.UserNegativeTests","getUser_withBoundaryId_returns4xx"
"","122","POST /posts creates a post — data-driven","Regression Suite","Sun May 17 01:24:13 UTC 2026","passed","Sun May 17 01:24:13 UTC 2026","com.vinoth.automation.tests.posts.PostCrudTests","Post API Tests","com.vinoth.automation.tests.posts.PostCrudTests","createPost_withValidData_returns201"
"","351","GET /users/1 response matches consumer schema contract","Contract Suite","Sun May 17 01:24:09 UTC 2026","passed","Sun May 17 01:24:09 UTC 2026","com.vinoth.automation.tests.contract.UserContractTests","Contract Tests","com.vinoth.automation.tests.contract.UserContractTests","getUser_responseMatchesSchemaContract"
"","254","PUT /users/{id} full update returns 200 with updated fields","Regression Suite","Sun May 17 01:24:10 UTC 2026","passed","Sun May 17 01:24:11 UTC 2026","com.vinoth.automation.tests.users.CreateUserTests","User API Tests","com.vinoth.automation.tests.users.CreateUserTests","updateUser_withValidPayload_returns200"
"","115","GET /posts/{id} returns correct post for id=1","Regression Suite","Sun May 17 01:24:13 UTC 2026","passed","Sun May 17 01:24:14 UTC 2026","com.vinoth.automation.tests.posts.PostCrudTests","Post API Tests","com.vinoth.automation.tests.posts.PostCrudTests","getPostById_returnsExpectedPost"
"","37","POST /posts contract returns 201 with id","Contract Suite","Sun May 17 01:24:09 UTC 2026","passed","Sun May 17 01:24:09 UTC 2026","com.vinoth.automation.tests.contract.PostContractTests","Contract Tests","com.vinoth.automation.tests.contract.PostContractTests","createPost_contractReturns201"
"","82","deleteUser_nonExistentId_respondsWithinSla","Negative Suite","Sun May 17 01:24:13 UTC 2026","passed","Sun May 17 01:24:14 UTC 2026","com.vinoth.automation.tests.users.UserNegativeTests","Negative Tests","com.vinoth.automation.tests.users.UserNegativeTests","deleteUser_nonExistentId_respondsWithinSla"
"","230","getPost_withBoundaryId_returns4xx","Regression Suite","Sun May 17 01:24:14 UTC 2026","passed","Sun May 17 01:24:14 UTC 2026","com.vinoth.automation.tests.posts.PostNegativeTests","Post API Tests","com.vinoth.automation.tests.posts.PostNegativeTests","getPost_withBoundaryId_returns4xx"
"","66","getUser_nonExistentId_returns404","Negative Suite","Sun May 17 01:24:14 UTC 2026","passed","Sun May 17 01:24:14 UTC 2026","com.vinoth.automation.tests.users.UserNegativeTests","Negative Tests","com.vinoth.automation.tests.users.UserNegativeTests","getUser_nonExistentId_returns404"
"","2466","GET /users returns 200 with non-empty list","Regression Suite","Sun May 17 01:24:06 UTC 2026","passed","Sun May 17 01:24:08 UTC 2026","com.vinoth.automation.tests.users.GetUserTests","User API Tests","com.vinoth.automation.tests.users.GetUserTests","getAllUsers_returns200WithNonEmptyList"
"","59","getUser_withBoundaryId_returns4xx","Negative Suite","Sun May 17 01:24:14 UTC 2026","passed","Sun May 17 01:24:14 UTC 2026","com.vinoth.automation.tests.users.UserNegativeTests","Negative Tests","com.vinoth.automation.tests.users.UserNegativeTests","getUser_withBoundaryId_returns4xx"
"","27","GET /users/99999 contract returns 404","Contract Suite","Sun May 17 01:24:09 UTC 2026","passed","Sun May 17 01:24:09 UTC 2026","com.vinoth.automation.tests.contract.UserContractTests","Contract Tests","com.vinoth.automation.tests.contract.UserContractTests","getUser_nonExistent_contractReturns404"
"","33","getPost_withBoundaryId_returns4xx","Regression Suite","Sun May 17 01:24:15 UTC 2026","passed","Sun May 17 01:24:15 UTC 2026","com.vinoth.automation.tests.posts.PostNegativeTests","Post API Tests","com.vinoth.automation.tests.posts.PostNegativeTests","getPost_withBoundaryId_returns4xx"
"","28","GET /posts returns list contract","Contract Suite","Sun May 17 01:24:09 UTC 2026","passed","Sun May 17 01:24:09 UTC 2026","com.vinoth.automation.tests.contract.PostContractTests","Contract Tests","com.vinoth.automation.tests.contract.PostContractTests","getAllPosts_contractReturnsList"
"","3272","GET /users/99999 returns 404 for non-existent user","Negative Suite","Sun May 17 01:24:10 UTC 2026","passed","Sun May 17 01:24:13 UTC 2026","com.vinoth.automation.tests.users.GetUserTests","Negative Tests","com.vinoth.automation.tests.users.GetUserTests","getUserById_nonExistent_returns404"
"","109","DELETE /users/{id} response has json content type","Regression Suite","Sun May 17 01:24:11 UTC 2026","passed","Sun May 17 01:24:11 UTC 2026","com.vinoth.automation.tests.users.DeleteUserTests","User API Tests","com.vinoth.automation.tests.users.DeleteUserTests","deleteUser_responseHasJsonContentType"
